Donor,SMILES
D_78,CCCCCCC1=C(SC(C2=CC(C(C3=CC=C(S3)CC(CCCC)CC)=C4SC(C)=CC4=C5C6=CC=C(S6)CC(CCCC)CC)=C5S2)=C1F)C
D_79,CC1=CC2=C(S1)C(C(C3=CC=C(CCCCCC)C=C3)(C4=CC5=C(C(C6=CC=C(CCCCCC)C=C6)(C7=C5SC8=C7SC(C9=CC=C(S9)C%10=C(C(F)=C(C%11=NN(CC(CCCC)CCCCCC)N=C%10%11)C%12=CC=C(S%12)C)F)=C8)C%13=CC=C(CCCCCC)C=C%13)C=C4%14)C%15=CC=C(CCCCCC)C=C%15)=C%14S2
D_80,CC1=CC(C(C2=CC=C(S2)[Si](CCC)(CCC)CCC)=C3OC(C4=CC=C(S4)C5=C(C(F)=C(C6=NN(N=C56)CC(CCCCCCCC)CCCCCC)C7=CC=C(C)S7)F)=CC3=C8C9=CC=C(S9)[Si](CCC)(CCC)CCC)=C8O1
D_81,CC1=CC2=C(C(C(S3)=CC=C3[Si](CCC)(CCC)CCC)=C4C=C(SC4=C2C5=CC=C(S5)[Si](CCC)(CCC)CCC)C6=CC=C([Se]6)C(C7[N]N([N]C7C(C8=CC=C(C)[Se]8)=C9F)CC(CCCCCC)CCCCCCCC)=C9F)S1
D_82,CC1=CC2=C(C3=C(C(C4=CC(F)=C(S4)CC(CC)CCCC)=C2S1)C=C(C5=CC=C(S5)C6=CC7=C(C8=NN(N=C68)CC(CCCCCC)CCCC)C=C(C9=NN(N=C79)CC(CCCC)CCCCCC)C%10=CC=C(S%10)C)S3)C%11=CC(F)=C(S%11)CC(CC)CCCC
D_83,O=C1C(C=CS2)=C2C3=C(C=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CC)CCCC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)N1CC(CCCCCCCCCC)CCCCCCCC
D_84,CC1=CC=C(S1)C2=CC=C(C(F)=C2F)C3=CC=C(S3)C4=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C5=C(C(F)=C(C6=NN(N=C56)CCC)C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S7)C)F)S4
D_85,FC(C(F)=C(C1=N2)C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CCCCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CCCCCCCC)=C(C9=CC=C(C)S9)C1=NN2CCCCCCCCCCCCCCCC
D_86,CC1=CC(C(S1)=C(C2=C3SC(C(S4)=CC=C4C5=C6C(C(C7=C(SC(CC(CC)CCCC)=C7C6=O)CC(CC)CCCC)=O)=C(S5)C8=CC=C(C)S8)=C2)C9=CC=CC(OCC(CC)CCCC)=C9)=C3C%10=CC=CC(OCC(CC)CCCC)=C%10
D_87,CC1=CC(C(S1)=C(C2=C3SC(C(S4)=CC=C4C5=C6C(C(C7=C(SC(CC)=C7C6=O)CC)=O)=C(S5)C8=CC=C(C)S8)=C2)C9=CC=C(S9)B=O)=C3C%10=CC=C(S%10)O[B]
D_88,FC(C=C1C(S2)=C(OCCCCCCCCCCCC)C=C2C(C3C(N4CC(CCCCCC)CCCCCCCC)=O)=CC=C(C)C3C4=O)=C(C=C1F)C5=C(OCCCCCCCCCCCC)C=C(C)S5
D_89,FC(C(F)=C(C(F)=C1F)C2=CC=C(S2)C3=C(C4=CC=C(S4)C(CCCCCCCCCCCC)CCCCCCCCCC)C=C(C5=C(C(F)=C(C6=NN(N=C56)CCCCCCCC)C7=CC(C8=CC=C(S8)CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(S7)C)F)S3)=C1C9=CC=C(C)S9
D_90,O=C(N1CC(CCCCCC)CCCCCCCC)C(C=C2C(SC(C)=C3)=C3CCCCCCCCCC)=C(S2)C4=C(C=C(S4)C5=C(CCCCCCCCCC)C=C(C6=CC7=C(C8=C(C(C9=CC=C(S9)SCCCCCCCC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)SCCCCCCCC)S5)C1=O
D_91,FC(C(F)=C(C1=NC(C2=CC(F)=C(S2)CC(CCCC)CC)=C(N=C31)C4=CC(F)=C(S4)CC(CCCC)CC)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)CC(CCCC)CC)=C3C%11=CC=C(C)S%11
D_92,O=C(C1=CC2=C(SC(C3=NC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(S7)CC(CCCC)CC)=C5S4)C=C(C)S6)C8=CC=C(S8)CC(CCCC)CC)=C2S1)C9=NC=C(C)S9)OCC(CCCCCCCC)CCCCCCCCCC
D_93,CC(S1)=CC=C1C(C2=NN3CC(CCCCCC)CCCC)=C(C(F)=C(C2=N3)C4=CC=C(S4)C5=CC6=C(C7=C(C(CCCCCCCC)(CCCCCCCC)S6)C=C(C)S7)S5)F
D_94,CC1=CC=C(C2=C(F)C=C(C3=C2N=CC(OCC(CCCCCC)CCCCCCCC)=N3)C)S1
D_95,CC(S1)=CC=C1C(C2=NC(CC(CCCC)CCCCCC)N=C32)=C(F)C(F)=C3C(S4)=CC=C4C5=CC(C(C6=CC=C(SCC(CCCCCC)CCCC)S6)=C(SC(C)=C7)C7=C8C9=CC=C(SCC(CCCCCC)CCCC)S9)=C8S5
D_96,CCC(SC1=CC=C(C2=C3C(SC(C4=CC=C(C(SC(C5=CC=C(C)S5)=C6C7=O)=C6C(C8=C(SC(CC(CCCC)CC)=C87)CC(CC)CCCC)=O)S4)=C3)=C(C9=C2SC(C)=C9)C(S%10)=CC=C%10SC(CCCC)CC)S1)CCCC
D_97,FC1=C(C2=CC(CC(CCCCCCCCC)CCCCCCCCCCC)=C(C)S2)C3=NSN=C3C(C4=CC(CC(CCCCCCCCCCC)CCCCCCCCC)=C(S4)C5=CC(SC(C)=C6)=C6S5)=C1F
D_98,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CC)CCCC)=C2S1)C=C(C5=C(CCCCCCCC)C=C(C6=CC7=C(S6)C8=C(C=C(S8)C9=CC(CCCCCCCC)=C(C)S9)N(CC(CCCCCCCC)CCCCCC)C7=O)S5)S3)C%10=CC=C(S%10)CC(CCCC)CC
D_99,CC1=CC2=C(C(C(C3=CC=C(S3)CC(CCCC)CC)=C4SC(C=C5C(S6)=CC=C6C(C7=NN(CCCCCCCC)N=C87)=C(C(N(C9=O)CCCCCCCC)=O)C9=C8C%10=CC=C(C)S%10)=C(S5)C4=C%11C%12=CC=C(S%12)CC(CCCC)CC)=C%11S2)S1
D_100,CC(S1)=CC=C1C(C2=NN(CC(CCCCCCCC)CCCCCC)N=C2C(C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC=C(C=C7)[S]CC(CCCCCCCC)CCCCCC)=C5S4)C=C(C)S6)C8=CC=C(C=C8)[S]CC(CCCCCCCC)CCCCCC)=C9F)=C9F
D_101,O=C(N1CC(CCCCCCCC)CCCCCC)C(C=C2C(S3)=C(CCCCCCCCCC)C=C3C(SC4=C(C5=C6SC(C)=C5)C7=CC=C(S7)CCCCCCCC)=CC4=C6C(S8)=CC=C8CCCCCCCC)=C(S2)C9=C(C=C(S9)C%10=C(CCCCCCCCCC)C=C(C)S%10)C1=O
D_102,CCCCCCC1=C(C2=CC3=C(C4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C3S2)C=CS4)C6=CC=C(CC(CCCC)CC)S6)SC(C7=C(C(C8=O)=C(C9=CC(CCCCCC)=CS9)S7)C(N8CCCCCCCC)=O)=C1
D_103,CC1=C(C)C(Cl)=C(C2=CC3=C(C(C4=CC(Cl)=C(CCCCCCCC)S4)=C5C=C(C)SC5=C3C6=CC(Cl)=C(CCCCCCCC)S6)S2)S1
D_104,FC(C=C1C2=C(OCCCCCCCC)C(OCCCCCCCC)=C(C)C3=NON=C23)=C(S1)C4=C(F)C=C(C)S4
D_105,CC1=CC(C(C2=CC=C(C=C2)CC(CCCC)CC)=C3S4)=C(S1)C(C5=CC=C(C=C5)CC(CC)CCCC)=C3C=C4C(S6)=CC=C6C(C7=NN(N=C87)CCCCCCCC)=C(C(N(C9=O)CCCCCCCC)=O)C9=C8C%10=CC=C(C)S%10
D_106,CC1=CC(C(C2=CC=C(S2)SC(CC)CCCC)=C3SC(C4=CC(C(OCC(CCCCCC)CCCC)=O)=C(S4)C5=CC=C(S5)C)=CC3=C6C7=CC=C(S7)SC(CCCC)CC)=C6S1
D_107,c1cccc2c1n(c1c2ccc(c1)c1sc(cc1)c1ccc(c2c1nsn2)c1sccc1)C(CCCCCCCC)CCCCCCCC
D_108,CC(S1)=C(CCCCC(CC)CC)C=C1C2=NC(S3)=C(S2)N=C3C4=CC(CCCCC(CC)CC)=C(S4)C5=CC(C(S5)=C(C6=C7SC(C)=C6)C8=CC(Cl)=C(S8)CC(CCCC)CC)=C7C9=CC(Cl)=C(CC(CC)CCCC)S9
D_109,[H]C(C([H])=C(C1=NN(N=C21)CC(CCCCCC)CCCCCCCC)C3=CC=C(C4=CC(C(C5=CC(Cl)=C(S5)CC)=C6SC(C)=CC6=C7C8=CC(Cl)=C(S8)CC)=C7S4)S3)=C2C9=CC=C(C)S9
D_110,CC(C1=NSN=C12)=C(C=C2C(S3)=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C3C)F
D_111,FC(C(C1=C(OCCCCCCCCCCCC)C=C(C2=C(C(N(C3=O)CC(CCCCCC)CCCCCCCC)=O)C3=C(C)S2)S1)=C4)=CC(C5=C(OCCCCCCCCCCCC)C=C(C)S5)=C4F
D_112,CC(S1)=CC=C1C2=C3C(C(C4=C(SC(CC(CC)CCCC)=C4C3=O)CC(CCCC)CC)=O)=C(S2)C(S5)=CC=C5C6=CC7=C(C8=CC(Cl)=C(CCCCCC[H])C8)C9=C(C=C(S9)C)C(C%10=CC(Cl)=C(CCCCCC[H])C%10)=C7S6
D_113,FC(C(F)=C(C1=NN(N=C21)CCCCCCCC)C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S3)C4=CC=C(S4)C5=C(C(F)=C(C(F)=C5F)C6=CC=C(S6)C)F)=C2C7=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(C)S7
D_114,FC(C=C(C1=C2C(C=C(S2)CSC3=C(CCCCCCCCCCC)C(SC(C4=CC=C(/C(C(N5CC(CCCCCC)CCCCCCCC)=O)=C6C(N(CC(CCCCCC)CCCCCCCC)C7=C\6C=CC(C8=CC9=C(C(CCCCCCCCCCC)=C(C)S9)S8)=C7)=O)C5=C4)=C%10)=C%10S3)=C(C%11=CC(F)=C(SCC(CC)CC)S%11)C%12=C1C=C(C)S%12)S%13)=C%13SCC(CCCC)CC
D_115,CC1=CC2=C(C3=CC=C(SCC(CC)CCCC)S3)C=C4C5=C(C=C(S5)C6=C(C=C(S6)C7=C(C8=C(S7)C9=CC(CCCCCCCC)=C([*])S9)C(C%10=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C%10C8=O)=O)CCCCCCCC)C(C%11=CC=C(SCC(CC)CCCC)S%11)=CC4=C2S1
D_116,FC(C(C1=CC=C(S1)C2=C(C(F)=C(C3=NC(C4=CC=C(C(OCCCCCCCC)=C4)OCCCCCCCC)=C(N=C23)C5=CC=C(C(OCCCCCCCC)=C5)OCCCCCCCC)C)F)=C6)=CC(C7=CC=C(C)S7)=C6F
D_117,CC1=CC2=C(C3=C(C(C4=CC=C(S4)SCC)=C2S1)C=C(C5=C(CC6CCCCC6)C=C(C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC(CC%11CCCCC%11)=C(S%10)C)S7)S5)S3)C%12=CC=C(S%12)SCC
D_118,CC1=CC=C(S1)C2=C(C(C3=C(SC(CC(CC)CCCC)=C3C4=O)CC(CCCC)CC)=O)C4=C(C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)CC(CCCC)CC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)CC(CCCC)CC)S2
D_119,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CCCC)CC)=C2S1)C=C(C5=C6SC(C(OCCCCCCCC)=O)=C(F)C6=C(C)S5)S3)C7=CC=C(S7)CC(CC)CCCC
D_120,CC1=CC2=C(C(C(C3=CC(CCCCCC)=C(S3)CC(CCCC)CC)=C4SC(C=C5C(S6)=CC=C6C(C7=NN(CCCCCCCC)N=C87)=C(C(N(C9=O)CCCCCCCC)=O)C9=C8C%10=CC=C(C)S%10)=C(S5)C4=C%11C%12=CC(CCCCCC)=C(S%12)CC(CCCC)CC)=C%11S2)S1
D_121,CCCCCCC(C=C1)=CC=C1SC(C([H])=C2[H])=CC=C2C(C3=C(C(C4=CC=C(C([H])=C4[H])SC5=CC=C(C=C5)CCCCCC)=C6S7)C=C(C)S3)=C6C=C7C(S8)=CC=C8C(SC(C9=CC=C(C)S9)=C%10%11)=C%10C(C%12=C(CC(CC)CCCCCC)SC(CC(CC)CCCCCC)=C%12C%11=O)=O
D_122,CC1=CC(C(C2=CC=C(S2)CC(CC)CCCC)=C3SC(C4=CC(C(OCC(CCCCCC)CCCC)=O)=C(S4)C5=CC=C(S5)C)=CC3=C6C7=CC=C(S7)CC(CCCC)CC)=C6S1
D_123,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC(CCCC)CC)=C2C1)C=C(C5=CC=C(C)S5C(C)=O)S3)C6=CC=C(S6)CC(CCCC)CC
D_124,FC(C(F)=C(C1=N2)C3=CC=C(S3)C4=CC5=C(C6=C(C(C7=CC(Cl)=C(S7)CC(CCCC)CC)=C5S4)C=C(C)S6)C8=CC(Cl)=C(S8)CC(CCCC)CC)=C(C9=CC=C(C)S9)C1=NN2CCC(CCCCCC)CCCCCCCC
D_125,c1csc2c1c(c1c(c2c2cc(c(s2)CCCCCCCC)CCCCCCCC)cc(s1)c1sc(c(c1)CCCCCC)c1sc2c(n1)sc(n2)c1sccc1CCCCCC)c1cc(c(s1)CCCCCCCC)CCCCCCCC
D_126,c1cc2c(s1)c(c1c(c2c2ccc(s2)C[C@@H](CC)CCCC)sc(c1)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)c1ccc(s1)C[C@@H](CC)CCCC
D_127,FC(C(F)=C(C1=CC=CS1)C2=NN(CCCCCCCC)N=C32)=C3C(S4)=CC=C4C(S5)CC6=C5C(C7=CC=C(CC(CCCCCC)CCCCCCCC)S7)=C(C=CS8)C8=C6C9=CC=C(CC(CCCCCCCC)CCCCCC)S9
D_128,[H]C1=C(SC(CC(CC)CCCC)=C1[Cl])C(C2=C3SC(C)=C2)=C4SC(C5=CC=C(S5)C6=C(C(F)=C(C7=NN(N=C67)CC(CCCCCCCC)CCCCCC)C8=CC=C(C)S8)F)=CC4=C3C9=C([H])C([Cl])=C(CC(CCCC)CC)S9
D_129,CC(SC1=C2C3=CC=C(S3)CC(CCCC)CC)=CC1=C(C4=CC=C(S4)CC(CC)CCCC)C(S5)=C2C=C5C6=CC=C(C(C7=NN(N=C87)CC(CCCCCC)CCCC)=CC(C9=NN(N=C%109)CC(CCCC)CCCCCC)=C8C=C%10C%11=CC=C(C)S%11)S6
D_130,CC1=CC2=C(C3=C(C(C4=CC=C(S4)CC)=C2S1)C=C(C5=C(CCCCCC)C6=C(C=C(S6)C7=C(C(C8=C(SC(CCCCCCCC)=C8C9=O)CCCCCCCC)=O)C9=C(C%10=CC%11=C(S%10)C(CCCCCC)=C(C)S%11)S7)S5)S3)C%12=CC=C(S%12)CC
D_131,FC(C(F)=C(C1=NN(N=C21)CCC)C3=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S3)C4=CC=C(S4)C5=CC(F)=C(C=C5F)C6=CC=C(C)S6)=C2C7=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S7
D_132,CC1=CC(C(C2=CC=C(CC(CCCC)CCCCCC)S2)=C3SC(C4=C(CCCCCCCC)C=C(C5=C(C(F)=C(C6=NSN=C56)C7=CC(CCCCCCCC)=C(S7)C)F)S4)=CC3=C8C9=CC=C(CC(CCCC)CCCCCC)S9)=C8S1
D_133,CC1=CC(C(S1)=C(C2=C3SC(C4=CC=C(C5=C6C(C(C7=C(SC(CCCCCCCC)=C7C6=O)CCCCCCCC)=O)=C(C8=CC=C(C)S8)S5)S4)=C2)C9=CC=C(S9)CC(CC)CCCC)=C3C%10=CC=C(S%10)CC(CCCC)CC
D_134,CC1=CC=C(S1)C2=C3C(C(N(C3=O)CCCCCCCC)=O)=C(C4=NN(N=C24)CCCCCCCC)C5=CC=C(S5)C6=CC7=C(C8=C(C(C9=CC=C(S9)SCC(CC)CCCC)=C7S6)C=C(C)S8)C%10=CC=C(S%10)SCC(CCCC)CC
D_135,CC1=CC=C(C2=CC(C(N=C(C(C3=CC=C(S3)CCCCCCCC)=N4)C5=CC=C(S5)CCCCCCCC)=C4C(C6=CC=C(C7=CC8=C(C9=CC=C(CC(CCCCCC)CCCC)S9)C(SC(C)=C%10)=C%10C(C%11=CC=C(CC(CCCCCC)CCCC)S%11)=C8S7)S6)=C%12)=C%12C%13=C2N=C(C%14=CC=C(S%14)CCCCCCCC)C(C%15=CC=C(S%15)CCCCCCCC)=N%13)S1
D_136,CC1=CC(C(C2=CC=C(S2)CC(CCCC)CC)=C3SC(C4=C(F)C(F)=C(C)S4)=CC3=C5C6=CC=C(S6)CC(CCCC)CC)=C5S1
D_137,CC1=CC=C(S1)C2=C(C(F)=C(C3=NSN=C23)C4=CC=C(S4)C5=C(CC(CCCCCC)CCCCCCCC)C=C(C6=C(CC(CCCCCCCC)CCCCCC)C=C(C(C7=NON=C78)=C(C(F)=C8C9=CC(CC(CCCCCC)CCCCCCCC)=C(C%10=CC(CC(CCCCCC)CCCCCCCC)=C(C)S%10)S9)F)S6)S5)F
D_138,[Cl]C(C([Cl])=C(C1=NN(N=C21)CC(CCCCCC)CCCCCCCC)C3=CC=C(C4=CC(C(C5=CC(Cl)=C(S5)CC)=C6SC(C)=CC6=C7C8=CC(Cl)=C(S8)CC)=C7S4)S3)=C2C9=CC=C(C)S9
D_139,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(SCC(CCCC)CC)S5)C(SC(C)=C6)=C6C(C7=CC=C(SCC(CCCC)CC)S7)=C4S3)S2)C8=NN(CC(CCCCCC)CCCCCCCC)N=C8C(C9=CC=C(C%10=CC(C(C%11=CC=C(SCC(CCCC)CC)S%11)=C(S%12)C(C=C%12C)=C%13C%14SC(SCC(CCCC)CC)=CC%14)=C%13S%10)S9)=C1F
D_140,c1(c2c3c(c(c4c2cc(s4)c2ccc(s2)c2sc(c4c2C(=O)c2c(C4=O)c(sc2C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c2cccs2)c2ccc(s2)SC[C@@H](CC)CCCC)ccs3)ccc(s1)SC[C@@H](CC)CCCC
D_141,s1cccc1c1sc(cc1C(=O)OC[C@H](CCCCCC)CCCC)c1cc(c(s1)c1sccc1)C(=O)OC[C@H](CCCCCC)CCCC
D_142,ClC1=C(C2=CC=C(S2)C(OC)=O)SC3=C(C)SC(C4=CC(C(S4)=C(C5=C6SC(C)=C5)C7=CC=C(S7)CC(CC)CCCC)=C6C8=CC=C(S8)CC(CCCCC)CC)=C13
D_143,CC(SC1=C(C2=C3SC(C4=CC5C(C=C(C6=C7C(C(N(CC(CCCCCCCC)CCCCCCCCCC)C7=O)=O)=C(C8=CC(SC(C(SC9=C(C%10=C%11SC(C%12=C%13C(C(F)=C(C(OCC(CC)CCCC)=O)S%13)=C(C)S%12)=C%10)C%14=CC=C(CC(CCCC)CC)S%14)=CC9=C%11C%15=CC=C(CC(CCCC)CC)S%15)=C%16)C%16S8)N6CCCCCCCC)S5)S4)=C2)C%17=CC=C(CC(CCCC)CC)S%17)=CC1=C3C%18=CC=C(CC(CCCC)CC)S%18
D_144,FC(C(F)=C(C(N=C1C2=CC=CC(OCCCCCCCC)=C2)=C3N=C1C4=CC=CC(OCCCCCCCC)=C4)C5=CC=C(S5)C)=C3C(S6)=CC=C6C7=CC(C(S7)=C(C8=C9SC(C)=C8)C%10=CC=C(S%10)SCCCCCCCC)=C9C%11=CC=C(S%11)SCCCCCCCC
D_145,CC1=CC=C(S1)C2=C3C=C(SC3=C(C4=C2SC(C5=CC=C(S5)C6=C(C(F)=C(C(N=C7C8=CC=CC(OCCCCCCCC)=C8)=C6N=C7C9=CC=CC(OCCCCCCCC)=C9)C%10=CC=C(C)S%10)F)=C4)C%11=CC=C(S%11)C)C
D_146,CC1=CC(C(C2=CC=C(SCC(CCCC)CCCCCC)S2)=C3SC(C4=C(CCCCCCCC)C=C(C5=C(C(F)=C(C6=NSN=C56)C7=CC(CCCCCCCC)=C(S7)C)F)S4)=CC3=C8C9=CC=C(SCC(CCCCCC)CCCC)S9)=C8S1
D_147,FC1=C(C2=C(F)C=C(C)S2)SC(C3=C(CC(CCCCCC)CCCCCCCC)C=C(S3)C4=CC(N(C5=O)CC(CCCCCCCC)CCCCCC)=C(C6=C5C=C(C=C6)C7=CC(CC(CCCCCC)CCCCCCCC)=C(C)C7)C=C4)=C1
D_148,FC(C(F)=C(C1=NSN=C21)C3=CC(CCCCCCCCCCCCCCCCCCCC)=C(S3)C)=C2C4=CC(C#CC#CC#CC#CC#CC#CC#CC#CC#CC#C)=C(S4)C(S5)=CC=C5C6=CC7=C(SC(C)=C7)C=C6.[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH].[HH]
D_149,CC(SC1=C(C2=C3SC(C4=CC5=C(C6=C(C(C7=CC(F)=C(S7)CC(CCCC)CC)=C5S4)C=C(C)S6)C8=CC(F)=C(S8)CC(CCCC)CC)=C2)C9=CC=C(S9)CC(CCCC)CC)=CC1=C3C%10=CC=C(S%10)CC(CC)CCCC
D_150,ClC(C=C1C(C2=C(C(C3=CC(Cl)=C(S3)CC(CC)CCCC)=C4S5)C=C(C)S2)=C4C=C5C6=C7C(SC(C(OCC)=O)=C7F)=CS6)=C(S1)CC(CCCC)CC
D_151,CC(S1)=CC=C1C(C2=NN3CC(CCCCCC)CCCC)=C(C(F)=C(C2=N3)C4=CC=C(S4)C5=CC6=C(C7=C(C(CCCCCCCC)(CCCCCCCC)O6)C=C(C)S7)S5)F
D_152,O=C1C(C=C2C3=CC4=C(S3)C(C5=CC=C(S5)CC(CCCC)CC)=C6C=C(C)SC6=C4C7=CC=C(S7)CC(CC)CCCC)=C(S2)C8=C(C=C(S8)C)N1CC(CCCCCCCC)CCCCCC
D_153,FC1=C(C2=CC=C(C3=CC4=C(C5=CC=C(S5)O)C(SC=C6)=C6C(C7=CC=C(O)S7)=C4O3)S2)C8=NN(CC(CCCCCCCC)CCCCCC)N=C8C(C9=CC=CS9)=C1F
D_154,CC1=C(CC(CCCC)CC)C=C(C2=CC=C(C3=NSN=C23)C4=CC(CC(CCCC)CC)=C(S4)C5=CC6=C(C7=C(C(C8=CC=C(S8)SC(CCCC)CC)=C6S5)C=C(C)S7)C9=CC=C(S9)SC(CCCC)CC)S1
D_155,CC1=CC(C(C2=CC=C(S2)SCCCCCCCCCCCC)=C3SC(C4=CC=C(C5=C(C(F)=C(C6=NN(CC(CCCCCCCC)CCCCCC)N=C56)C7=CC=C(C)O7)F)O4)=CC3=C8C9=CC=C(SCCCCCCCCCCCC)S9)=C8S1
D_156,FC1=C(C2=CC=C(C3=CC4=C(C(C(C=C5)=CC=C5CC(CCCC)CC)=C6C=C(OC6=C4C(C=C7)=CC=C7CC(CC)CCCC)C)O3)S2)C8=NN(CC(CCCCCCCC)CCCCCC)N=C8C(C9=CC=C(C)S9)=C1F
D_157,CC1=CC2=C(C3=C(C(C4=CC=C(S4)C)=C2S1)C=C(C5=C(CC6CCCCC6)C=C(C7=C(C(C8=C(SC(CC(CCCC)CC)=C8C9=O)CC(CCCC)CC)=O)C9=C(C%10=CC(CC%11CCCCC%11)=C(S%10)C)S7)S5)S3)C%12=CC=C(S%12)C
D_158,CC1=CC=C(S1)C2=CC=C(S2)C(SC(C3=CC4=C(S3)C(SC(C5=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S5)=C6)=C6C7=NON=C47)=C8)=C8CC(CCCCCCCCCCCC)CCCCCCCCCC
D_159,CC1=CC(C(S1)=C(C2=C3SC(C4=CC=C(C5=C6C(C(N5CC(CCCCCC)CCCC)=O)=C(C7=CC=C(C)S7)N(CC(CCCC)CCCCCC)C6=O)S4)=C2)C8=CC=C(S8)CC(CCCC)CC)=C3C9=CC=C(CC(CC)CCCC)S9
